period,respondent,respondent-name,fueltype,type-name,timezone,timezone-description,value,value-units
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",OTH,Other,Mountain,Mountain,2455,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",OTH,Other,Pacific,Pacific,2506,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Arizona,Arizona,23622,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Central,Central,23622,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Eastern,Eastern,23622,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Mountain,Mountain,23622,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,Pacific,Pacific,23622,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",WAT,Hydro,Arizona,Arizona,2258,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",WAT,Hydro,Central,Central,2168,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",WAT,Hydro,Eastern,Eastern,2073,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",WAT,Hydro,Mountain,Mountain,2258,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",WAT,Hydro,Pacific,Pacific,2348,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",WND,Wind,Arizona,Arizona,285357,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",WND,Wind,Central,Central,289343,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",WND,Wind,Eastern,Eastern,293934,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",WND,Wind,Mountain,Mountain,285357,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",WND,Wind,Pacific,Pacific,282105,megawatthours
2026-01-24,ISNE,ISO New England,BAT,Battery storage,Arizona,Arizona,1264,megawatthours
2026-01-24,ISNE,ISO New England,BAT,Battery storage,Central,Central,1244,megawatthours
2026-01-24,ISNE,ISO New England,BAT,Battery storage,Eastern,Eastern,1233,megawatthours
2026-01-24,ISNE,ISO New England,BAT,Battery storage,Mountain,Mountain,1264,megawatthours
2026-01-24,ISNE,ISO New England,BAT,Battery storage,Pacific,Pacific,1281,megawatthours
2026-01-24,ISNE,ISO New England,COL,Coal,Arizona,Arizona,134,megawatthours
2026-01-24,ISNE,ISO New England,COL,Coal,Central,Central,140,megawatthours
2026-01-24,ISNE,ISO New England,COL,Coal,Eastern,Eastern,145,megawatthours
2026-01-24,ISNE,ISO New England,COL,Coal,Mountain,Mountain,134,megawatthours
2026-01-24,ISNE,ISO New England,COL,Coal,Pacific,Pacific,125,megawatthours
2026-01-24,ISNE,ISO New England,NG,Natural Gas,Arizona,Arizona,112578,megawatthours
2026-01-24,ISNE,ISO New England,NG,Natural Gas,Central,Central,112514,megawatthours
2026-01-24,ISNE,ISO New England,NG,Natural Gas,Eastern,Eastern,112255,megawatthours
2026-01-24,ISNE,ISO New England,NG,Natural Gas,Mountain,Mountain,112578,megawatthours
2026-01-24,ISNE,ISO New England,NG,Natural Gas,Pacific,Pacific,112474,megawatthours
2026-01-24,ISNE,ISO New England,NUC,Nuclear,Arizona,Arizona,83724,megawatthours
2026-01-24,ISNE,ISO New England,NUC,Nuclear,Central,Central,84019,megawatthours
2026-01-24,ISNE,ISO New England,NUC,Nuclear,Eastern,Eastern,84300,megawatthours
2026-01-24,ISNE,ISO New England,NUC,Nuclear,Mountain,Mountain,83724,megawatthours
2026-01-24,ISNE,ISO New England,NUC,Nuclear,Pacific,Pacific,83445,megawatthours
2026-01-24,ISNE,ISO New England,OIL,Petroleum,Arizona,Arizona,137427,megawatthours
2026-01-24,ISNE,ISO New England,OIL,Petroleum,Central,Central,133758,megawatthours
2026-01-24,ISNE,ISO New England,OIL,Petroleum,Eastern,Eastern,129394,megawatthours
2026-01-24,ISNE,ISO New England,OIL,Petroleum,Mountain,Mountain,137427,megawatthours
2026-01-24,ISNE,ISO New England,OIL,Petroleum,Pacific,Pacific,141016,megawatthours
2026-01-24,ISNE,ISO New England,OTH,Other,Arizona,Arizona,16996,megawatthours
2026-01-24,ISNE,ISO New England,OTH,Other,Central,Central,17027,megawatthours
2026-01-24,ISNE,ISO New England,OTH,Other,Eastern,Eastern,17039,megawatthours
2026-01-24,ISNE,ISO New England,OTH,Other,Mountain,Mountain,16996,megawatthours
2026-01-24,ISNE,ISO New England,OTH,Other,Pacific,Pacific,16962,megawatthours
2026-01-24,ISNE,ISO New England,PS,Pumped storage,Arizona,Arizona,5068,megawatthours
2026-01-24,ISNE,ISO New England,PS,Pumped storage,Central,Central,5044,megawatthours
2026-01-24,ISNE,ISO New England,PS,Pumped storage,Eastern,Eastern,5020,megawatthours
2026-01-24,ISNE,ISO New England,PS,Pumped storage,Mountain,Mountain,5068,megawatthours
2026-01-24,ISNE,ISO New England,PS,Pumped storage,Pacific,Pacific,5092,megawatthours
2026-01-24,ISNE,ISO New England,SNB,Solar with integrated battery storage,Arizona,Arizona,63,megawatthours
2026-01-24,ISNE,ISO New England,SNB,Solar with integrated battery storage,Central,Central,63,megawatthours
2026-01-24,ISNE,ISO New England,SNB,Solar with integrated battery storage,Eastern,Eastern,63,megawatthours
2026-01-24,ISNE,ISO New England,SNB,Solar with integrated battery storage,Mountain,Mountain,63,megawatthours
2026-01-24,ISNE,ISO New England,SNB,Solar with integrated battery storage,Pacific,Pacific,63,megawatthours
2026-01-24,ISNE,ISO New England,SUN,Solar,Arizona,Arizona,4416,megawatthours
2026-01-24,ISNE,ISO New England,SUN,Solar,Central,Central,4416,megawatthours
2026-01-24,ISNE,ISO New England,SUN,Solar,Eastern,Eastern,4416,megawatthours
2026-01-24,ISNE,ISO New England,SUN,Solar,Mountain,Mountain,4416,megawatthours
2026-01-24,ISNE,ISO New England,SUN,Solar,Pacific,Pacific,4416,megawatthours
2026-01-24,ISNE,ISO New England,WAT,Hydro,Arizona,Arizona,18004,megawatthours
2026-01-24,ISNE,ISO New England,WAT,Hydro,Central,Central,17996,megawatthours
2026-01-24,ISNE,ISO New England,WAT,Hydro,Eastern,Eastern,17950,megawatthours
2026-01-24,ISNE,ISO New England,WAT,Hydro,Mountain,Mountain,18004,megawatthours
2026-01-24,ISNE,ISO New England,WAT,Hydro,Pacific,Pacific,17989,megawatthours
2026-01-24,ISNE,ISO New England,WND,Wind,Arizona,Arizona,27219,megawatthours
2026-01-24,ISNE,ISO New England,WND,Wind,Central,Central,28047,megawatthours
2026-01-24,ISNE,ISO New England,WND,Wind,Eastern,Eastern,28794,megawatthours
2026-01-24,ISNE,ISO New England,WND,Wind,Mountain,Mountain,27219,megawatthours
2026-01-24,ISNE,ISO New England,WND,Wind,Pacific,Pacific,26375,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,Arizona,Arizona,-1282,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,Central,Central,-1211,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,Eastern,Eastern,-1101,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,Mountain,Mountain,-1282,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,Pacific,Pacific,-998,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,Arizona,Arizona,721393,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,Central,Central,721197,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,Eastern,Eastern,720510,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,Mountain,Mountain,721393,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,Pacific,Pacific,725594,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,Arizona,Arizona,816967,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,Central,Central,819920,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,Eastern,Eastern,823308,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,Mountain,Mountain,816967,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,Pacific,Pacific,829424,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,Arizona,Arizona,285156,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,Central,Central,285168,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,Eastern,Eastern,285185,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,Mountain,Mountain,285156,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,Pacific,Pacific,285158,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,Arizona,Arizona,22819,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,Central,Central,22965,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,Eastern,Eastern,22945,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,Mountain,Mountain,22819,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,Pacific,Pacific,23378,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Arizona,Arizona,33033,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Central,Central,33101,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Eastern,Eastern,33170,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Mountain,Mountain,33033,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Pacific,Pacific,33032,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,Arizona,Arizona,23655,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,Central,Central,23606,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,Eastern,Eastern,23545,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,Mountain,Mountain,23655,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,Pacific,Pacific,23694,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,Arizona,Arizona,207589,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,Central,Central,204669,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,Eastern,Eastern,201921,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,Mountain,Mountain,207589,megawatthours
2026-01-24,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,Pacific,Pacific,193968,megawatthours
2026-01-24,NYIS,New York Independent System Operator,COL,Coal,Arizona,Arizona,0,megawatthours
2026-01-24,NYIS,New York Independent System Operator,COL,Coal,Central,Central,0,megawatthours
2026-01-24,NYIS,New York Independent System Operator,COL,Coal,Eastern,Eastern,0,megawatthours
2026-01-24,NYIS,New York Independent System Operator,COL,Coal,Mountain,Mountain,0,megawatthours
2026-01-24,NYIS,New York Independent System Operator,COL,Coal,Pacific,Pacific,0,megawatthours
2026-01-24,NYIS,New York Independent System Operator,NG,Natural Gas,Arizona,Arizona,264990,megawatthours
2026-01-24,NYIS,New York Independent System Operator,NG,Natural Gas,Central,Central,264489,megawatthours
2026-01-24,NYIS,New York Independent System Operator,NG,Natural Gas,Eastern,Eastern,263193,megawatthours
2026-01-24,NYIS,New York Independent System Operator,NG,Natural Gas,Mountain,Mountain,264990,megawatthours
2026-01-24,NYIS,New York Independent System Operator,NG,Natural Gas,Pacific,Pacific,265309,megawatthours
2026-01-24,NYIS,New York Independent System Operator,NUC,Nuclear,Arizona,Arizona,83269,megawatthours
2026-01-24,NYIS,New York Independent System Operator,NUC,Nuclear,Central,Central,83463,megawatthours
2026-01-24,NYIS,New York Independent System Operator,NUC,Nuclear,Eastern,Eastern,83437,megawatthours
2026-01-24,NYIS,New York Independent System Operator,NUC,Nuclear,Mountain,Mountain,83269,megawatthours
2026-01-24,NYIS,New York Independent System Operator,NUC,Nuclear,Pacific,Pacific,83067,megawatthours
2026-01-24,NYIS,New York Independent System Operator,OIL,Petroleum,Arizona,Arizona,4631,megawatthours
2026-01-24,NYIS,New York Independent System Operator,OIL,Petroleum,Central,Central,4470,megawatthours
2026-01-24,NYIS,New York Independent System Operator,OIL,Petroleum,Eastern,Eastern,4395,megawatthours
2026-01-24,NYIS,New York Independent System Operator,OIL,Petroleum,Mountain,Mountain,4631,megawatthours
2026-01-24,NYIS,New York Independent System Operator,OIL,Petroleum,Pacific,Pacific,4808,megawatthours
2026-01-24,NYIS,New York Independent System Operator,OTH,Other,Arizona,Arizona,7193,megawatthours
2026-01-24,NYIS,New York Independent System Operator,OTH,Other,Central,Central,7169,megawatthours
2026-01-24,NYIS,New York Independent System Operator,OTH,Other,Eastern,Eastern,7129,megawatthours
2026-01-24,NYIS,New York Independent System Operator,OTH,Other,Mountain,Mountain,7193,megawatthours
2026-01-24,NYIS,New York Independent System Operator,OTH,Other,Pacific,Pacific,7212,megawatthours
2026-01-24,NYIS,New York Independent System Operator,SUN,Solar,Arizona,Arizona,0,megawatthours
2026-01-24,NYIS,New York Independent System Operator,SUN,Solar,Central,Central,0,megawatthours
2026-01-24,NYIS,New York Independent System Operator,SUN,Solar,Eastern,Eastern,0,megawatthours
2026-01-24,NYIS,New York Independent System Operator,SUN,Solar,Mountain,Mountain,0,megawatthours
2026-01-24,NYIS,New York Independent System Operator,SUN,Solar,Pacific,Pacific,0,megawatthours
2026-01-24,NYIS,New York Independent System Operator,WAT,Hydro,Arizona,Arizona,62349,megawatthours
2026-01-24,NYIS,New York Independent System Operator,WAT,Hydro,Central,Central,62397,megawatthours
2026-01-24,NYIS,New York Independent System Operator,WAT,Hydro,Eastern,Eastern,62760,megawatthours
2026-01-24,NYIS,New York Independent System Operator,WAT,Hydro,Mountain,Mountain,62349,megawatthours
2026-01-24,NYIS,New York Independent System Operator,WAT,Hydro,Pacific,Pacific,62114,megawatthours
2026-01-24,NYIS,New York Independent System Operator,WND,Wind,Arizona,Arizona,9274,megawatthours
2026-01-24,NYIS,New York Independent System Operator,WND,Wind,Central,Central,10089,megawatthours
2026-01-24,NYIS,New York Independent System Operator,WND,Wind,Eastern,Eastern,11269,megawatthours
2026-01-24,NYIS,New York Independent System Operator,WND,Wind,Mountain,Mountain,9274,megawatthours
2026-01-24,NYIS,New York Independent System Operator,WND,Wind,Pacific,Pacific,8852,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",COL,Coal,Arizona,Arizona,720159,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",COL,Coal,Central,Central,721313,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",COL,Coal,Eastern,Eastern,721501,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",COL,Coal,Mountain,Mountain,720159,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",COL,Coal,Pacific,Pacific,718435,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",NG,Natural Gas,Arizona,Arizona,1319054,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",NG,Natural Gas,Central,Central,1324226,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",NG,Natural Gas,Eastern,Eastern,1327885,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",NG,Natural Gas,Mountain,Mountain,1319054,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",NG,Natural Gas,Pacific,Pacific,1314175,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",NUC,Nuclear,Arizona,Arizona,809498,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",NUC,Nuclear,Central,Central,809508,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",NUC,Nuclear,Eastern,Eastern,809527,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",NUC,Nuclear,Mountain,Mountain,809498,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",NUC,Nuclear,Pacific,Pacific,809480,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",OIL,Petroleum,Arizona,Arizona,133485,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",OIL,Petroleum,Central,Central,131632,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",OIL,Petroleum,Eastern,Eastern,129183,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",OIL,Petroleum,Mountain,Mountain,133485,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",OIL,Petroleum,Pacific,Pacific,134937,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",OTH,Other,Arizona,Arizona,48062,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",OTH,Other,Central,Central,47319,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",OTH,Other,Eastern,Eastern,47074,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",OTH,Other,Mountain,Mountain,48062,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",OTH,Other,Pacific,Pacific,48888,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",SUN,Solar,Arizona,Arizona,28788,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",SUN,Solar,Central,Central,28832,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",SUN,Solar,Eastern,Eastern,28876,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",SUN,Solar,Mountain,Mountain,28788,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",SUN,Solar,Pacific,Pacific,28744,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",WAT,Hydro,Arizona,Arizona,36014,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",WAT,Hydro,Central,Central,35985,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",WAT,Hydro,Eastern,Eastern,35946,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",WAT,Hydro,Mountain,Mountain,36014,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",WAT,Hydro,Pacific,Pacific,36041,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",WND,Wind,Arizona,Arizona,56285,megawatthours
2026-01-24,PJM,"PJM Interconnection, LLC",WND,Wind,Central,Central,53808,megawatthours
